airport_id,ref_time,interval_1_Arrival,interval_2_Arrival,interval_3_Arrival,interval_4_Arrival,interval_5_Arrival,interval_6_Arrival,interval_7_Arrival,interval_8_Arrival,interval_9_Arrival,interval_10_Arrival,interval_11_Arrival,interval_12_Arrival,interval_1_ETD,interval_2_ETD,interval_3_ETD,interval_4_ETD,interval_5_ETD,interval_6_ETD,interval_7_ETD,interval_8_ETD,interval_9_ETD,interval_10_ETD,interval_11_ETD,interval_12_ETD,interval_1_TFM,interval_2_TFM,interval_3_TFM,interval_4_TFM,interval_5_TFM,interval_6_TFM,interval_7_TFM,interval_8_TFM,interval_9_TFM,interval_10_TFM,interval_11_TFM,interval_12_TFM,interval_1_TBFM,interval_2_TBFM,interval_3_TBFM,interval_4_TBFM,interval_5_TBFM,interval_6_TBFM,interval_7_TBFM,interval_8_TBFM,interval_9_TBFM,interval_10_TBFM,interval_11_TBFM,interval_12_TBFM,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,departure_runways,arrival_runways
KDEN,2023-02-08 16:54:00,88,72,36,28,16,28,32,64,56,48,40,52,382,445,385,163,185,267,422,453,298,107,225,100,3488,1642,1860,688,928,1289,2056,2523,2294,1476,2372,1491,15145,5588,2218,4201,1316,2291,3001,6432,6391,2666,4075,5893,35.0,22.0,11.0,0.0,8.0,7.0,1.0,0.0,0.0,3,3
KDEN,2023-02-08 17:54:00,16,28,32,64,56,48,40,52,36,32,24,36,185,267,422,453,298,107,225,100,89,67,182,337,928,1289,2056,2523,2294,1476,2372,1491,1568,1172,917,1623,1316,2291,3001,6432,6391,2666,4075,5893,5516,2562,2574,2508,39.0,20.0,8.0,0.0,8.0,7.0,1.0,0.0,0.0,3,3
KDEN,2023-02-08 18:54:00,56,48,40,52,36,32,24,36,52,84,64,40,298,107,225,100,89,67,182,337,401,118,144,72,2294,1476,2372,1491,1568,1172,917,1623,1984,3779,2778,1590,6391,2666,4075,5893,5516,2562,2574,2508,3954,7737,5971,4772,41.0,18.0,7.0,0.0,8.0,7.0,1.0,0.0,0.0,3,3
KDEN,2023-02-08 19:30:00,48,40,32,32,24,52,56,88,60,36,36,28,190,102,79,90,227,348,326,173,60,109,111,385,2394,1437,1122,1254,1076,1727,2877,3392,2529,1705,1678,1280,6399,4380,3809,3518,1874,3738,3910,8463,5515,4584,3876,2948,41.0,13.0,5.0,0.0,8.0,7.0,1.0,0.0,0.0,3,3
KDEN,2023-02-08 19:56:00,36,32,28,40,56,80,68,36,44,32,40,68,106,45,219,344,359,134,129,81,93,428,59,129,1160,1363,856,1771,2080,3771,2840,1675,1692,1294,1169,3700,5451,2680,2517,2754,4005,8129,5529,4615,4580,3584,2436,7221,41.0,13.0,5.0,0.0,8.0,7.0,1.0,0.0,0.0,3,3
KDEN,2023-02-08 20:55:00,56,84,68,36,44,36,40,64,96,88,56,40,386,115,149,70,96,423,62,135,137,157,76,58,2123,3745,2781,1777,1734,1381,1107,3522,3260,4296,2234,1789,4011,7959,5738,4700,4686,3649,2511,6443,8761,8747,4101,5352,43.0,14.0,6.0,0.0,8.0,7.0,1.0,0.0,0.0,3,3
KDEN,2023-02-08 21:54:00,44,40,32,60,104,84,60,40,20,0,0,0,92,395,90,130,142,162,70,60,30,27,35,126,2001,1426,1119,3290,3234,4463,1966,2089,2110,2691,3621,2414,4815,3486,2769,5697,8602,9199,4456,4839,5069,6124,10534,11555,41.0,7.0,5.0,0.0,8.0,7.0,2.0,0.0,0.0,3,3
KDEN,2023-02-08 22:38:00,60,100,88,64,40,20,0,0,0,0,0,0,113,144,160,86,61,28,28,33,117,135,70,40,3237,3217,4390,1933,2130,2222,2562,3651,2511,1034,461,501,5272,8475,9447,4813,4781,4972,5445,10783,11390,4926,2387,1345,43.0,6.0,6.0,0.0,8.0,7.0,2.0,0.0,0.0,3,3
KDEN,2023-02-08 22:55:00,96,88,56,40,16,0,0,0,0,0,0,0,137,157,76,58,30,26,46,123,120,65,45,17,3260,4296,2234,1789,2122,2721,3650,2319,1025,398,440,638,8761,8747,4101,5352,4873,6457,10602,11242,3871,2196,1259,1198,43.0,6.0,6.0,0.0,8.0,7.0,2.0,0.0,0.0,3,3
KDEN,2023-02-08 23:54:00,20,0,0,0,0,0,0,0,0,0,0,0,30,27,35,126,128,65,41,26,32,51,57,50,2110,2691,3621,2414,1074,417,452,603,509,333,140,113,5069,6124,10534,11555,4259,2275,1315,1135,1333,666,355,25,38.0,9.0,5.0,0.0,8.0,7.0,2.0,0.0,0.0,3,3
KDFW,2023-02-08 00:53:00,48,60,76,80,84,40,28,36,24,16,32,0,254,266,348,270,242,209,150,169,200,399,447,384,1229,2205,2892,2799,2749,1026,1195,1182,1965,897,1028,286,1010,3618,5558,5142,5198,3113,1918,2955,3306,2248,3641,938,47.0,36.0,16.0,0.0,2.0,6.0,4.0,0.0,1.0,2,4
KDFW,2023-02-08 01:53:00,84,40,28,36,24,16,32,0,12,8,24,12,242,209,150,169,200,399,447,384,370,228,141,55,2749,1026,1195,1182,1965,897,1028,286,749,805,1030,506,5198,3113,1918,2955,3306,2248,3641,938,921,2679,2526,745,48.0,1.0,16.0,0.0,2.0,7.0,4.0,0.0,1.0,2,4
KDFW,2023-02-08 01:55:00,80,44,24,36,20,16,32,0,12,12,20,12,250,184,159,174,196,428,459,366,361,216,127,45,2518,1024,1162,1263,1835,943,916,336,734,924,875,519,4991,3022,1842,2952,3778,2034,3406,742,1081,2624,2430,696,48.0,1.0,16.0,0.0,2.0,7.0,4.0,0.0,1.0,2,4
KDFW,2023-02-08 02:33:00,32,28,20,28,8,8,8,28,4,12,24,32,162,187,308,447,437,366,244,197,74,21,6,38,1226,1581,1190,1357,427,385,966,1113,388,491,1298,1135,2536,2191,3613,3327,1619,698,2383,2467,1148,686,1684,2857,48.0,36.0,14.0,0.0,3.0,5.0,4.0,2.0,1.0,2,4
KDFW,2023-02-08 02:56:00,16,20,28,4,8,12,20,12,16,32,24,16,222,443,443,355,348,214,126,43,10,22,20,10,1763,939,854,346,735,938,863,500,722,1746,1240,897,3753,2287,3033,822,1134,2720,2201,714,1139,2805,2055,2499,48.0,36.0,14.0,0.0,3.0,5.0,4.0,2.0,1.0,2,4
KDFW,2023-02-08 03:10:00,16,32,0,12,12,20,12,16,28,24,20,8,428,459,366,361,216,127,45,10,22,19,10,18,943,916,336,734,924,875,519,616,1765,1118,1092,227,2034,3406,742,1081,2624,2430,696,980,2592,2041,2695,867,48.0,36.0,14.0,0.0,3.0,5.0,4.0,2.0,1.0,2,4
KDFW,2023-02-08 03:59:00,12,16,12,12,20,32,20,20,4,0,0,4,298,214,92,46,6,26,17,10,30,4,18,11,904,961,717,499,785,1686,1468,633,151,11,137,23,1561,2597,1778,630,1478,3002,2103,2247,255,0,293,50,47.0,35.0,13.0,0.0,2.0,5.0,4.0,1.0,1.0,2,4
KDFW,2023-02-08 04:47:00,12,20,36,12,20,4,0,0,4,0,0,4,43,6,26,17,10,29,6,16,11,0,0,1,492,1140,1309,1561,645,15,22,125,24,3,145,24,682,1765,2907,2577,1642,67,0,309,34,0,211,171,48.0,35.0,14.0,0.0,3.0,6.0,4.0,0.0,1.0,2,2
KDFW,2023-02-08 04:53:00,8,28,28,20,12,0,0,4,0,0,4,4,7,26,19,10,18,16,6,25,0,0,0,1,525,1696,783,1556,285,7,137,32,1,6,159,73,714,2250,2373,2760,1119,0,200,143,0,0,311,265,48.0,35.0,14.0,0.0,3.0,6.0,4.0,0.0,1.0,2,2
KDFW,2023-02-08 05:09:00,28,24,20,12,0,0,4,0,0,4,4,0,22,19,10,18,16,6,25,0,0,0,1,0,1744,988,1279,269,6,138,31,1,6,159,73,77,2406,2198,2774,987,0,219,124,0,0,366,225,30,48.0,35.0,14.0,0.0,3.0,6.0,4.0,0.0,1.0,2,2
KDFW,2023-02-08 05:21:00,28,20,16,0,0,4,0,0,0,8,0,0,18,9,7,28,6,16,10,0,0,1,0,0,870,1625,417,12,137,32,1,3,149,68,95,3,2535,2777,1206,0,147,196,0,0,266,181,174,0,48.0,35.0,14.0,0.0,3.0,6.0,4.0,0.0,1.0,2,2
KDFW,2023-02-08 05:38:00,20,12,0,0,4,0,0,4,4,0,0,0,10,18,16,6,25,0,0,0,1,0,0,10,1556,285,7,137,32,1,6,159,73,77,3,4,2760,1119,0,200,143,0,0,311,265,45,0,0,48.0,35.0,14.0,0.0,3.0,5.0,4.0,3.0,1.0,2,2
KDFW,2023-02-08 05:53:00,12,0,0,4,0,0,4,4,0,0,0,0,18,16,6,25,0,0,0,1,0,0,10,9,285,7,137,32,1,6,159,73,77,3,4,2,1119,0,200,143,0,0,311,265,45,0,0,0,48.0,35.0,14.0,0.0,3.0,5.0,4.0,3.0,1.0,2,2
KDFW,2023-02-08 06:02:00,4,0,0,4,0,0,4,4,0,0,0,0,29,6,16,11,0,0,1,0,0,8,8,10,15,22,125,24,3,145,24,132,13,4,3,0,67,0,309,34,0,211,171,239,0,0,0,0,48.0,35.0,14.0,0.0,3.0,5.0,4.0,3.0,1.0,2,2
KDFW,2023-02-08 06:13:00,0,0,4,0,0,4,4,0,0,0,0,0,3,18,12,0,0,0,1,0,6,5,10,50,4,143,24,4,71,92,137,13,4,3,1,1,0,287,56,0,0,382,239,0,0,0,0,0,48.0,35.0,14.0,0.0,3.0,5.0,4.0,3.0,1.0,2,2
KDFW,2023-02-08 06:22:00,0,4,0,0,0,8,0,0,0,0,0,4,6,16,10,0,0,1,0,0,10,9,26,44,137,32,1,6,154,71,84,3,4,2,0,146,182,161,0,0,280,279,62,0,0,0,0,203,48.0,35.0,14.0,0.0,3.0,5.0,4.0,3.0,1.0,2,2
KDFW,2023-02-08 06:38:00,4,0,0,4,4,0,0,0,0,0,4,4,25,0,0,0,1,0,0,10,9,26,53,66,32,1,6,159,73,77,3,4,2,0,159,186,143,0,0,311,265,45,0,0,0,0,215,431,48.0,33.0,13.0,0.0,3.0,4.0,4.0,2.0,1.0,2,2
KDFW,2023-02-08 06:54:00,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,1,0,6,5,9,38,41,66,28,1,6,159,73,77,3,4,2,0,170,175,21,0,0,366,225,30,0,0,0,0,221,463,90,48.0,33.0,13.0,0.0,3.0,4.0,4.0,2.0,1.0,3,2
KDFW,2023-02-08 07:38:00,4,0,0,0,0,0,4,4,0,0,4,4,1,0,0,10,9,26,53,66,29,12,10,11,73,77,3,4,2,0,159,186,21,17,15,686,265,45,0,0,0,0,215,431,128,0,307,504,48.0,32.0,13.0,0.0,3.0,5.0,4.0,1.0,1.0,2,2
KDFW,2023-02-08 07:53:00,0,0,0,0,0,4,4,0,0,4,4,24,0,0,10,9,26,53,66,29,12,10,11,1,77,3,4,2,0,159,186,21,17,15,686,1135,45,0,0,0,0,215,431,128,0,307,504,2311,48.0,32.0,13.0,0.0,3.0,5.0,4.0,1.0,1.0,2,2
KDFW,2023-02-08 08:23:00,0,0,0,4,4,0,0,4,4,24,12,4,10,9,26,53,66,29,12,10,11,1,0,13,4,2,0,159,186,21,17,15,686,1135,810,400,0,0,0,215,431,128,0,307,504,2311,921,738,48.0,32.0,13.0,0.0,3.0,5.0,4.0,1.0,1.0,2,2
KDFW,2023-02-08 08:55:00,0,4,4,0,4,0,8,24,8,4,4,4,48,43,54,28,12,10,11,1,0,13,45,54,1,171,174,21,17,17,773,1271,607,390,41,315,0,229,487,58,21,292,784,2295,651,771,312,208,47.0,34.0,11.0,0.0,3.0,7.0,4.0,0.0,1.0,3,2
KDFW,2023-02-08 09:19:00,4,4,0,4,4,16,20,4,4,0,8,8,63,35,11,12,17,2,0,11,28,36,66,115,242,99,6,26,461,1203,879,473,65,204,304,323,196,506,0,307,205,1976,1544,459,560,127,693,1190,47.0,34.0,11.0,0.0,3.0,7.0,4.0,0.0,1.0,3,2
KDFW,2023-02-08 09:53:00,0,4,4,24,12,4,4,0,8,8,4,28,12,10,11,1,0,13,42,39,50,119,104,54,17,15,686,1135,810,400,53,297,412,120,92,452,0,307,504,2311,921,738,323,152,706,1099,128,762,47.0,32.0,12.0,0.0,3.0,7.0,4.0,0.0,1.0,3,2
KDFW,2023-02-08 10:11:00,0,8,24,8,4,4,4,8,4,8,36,56,8,12,0,1,13,48,53,46,132,94,44,122,34,807,1397,464,355,41,316,492,19,153,785,3561,276,851,2315,561,770,320,209,1017,693,181,1231,8471,47.0,32.0,12.0,0.0,3.0,7.0,4.0,0.0,1.0,3,2
KDFW,2023-02-08 10:54:00,12,4,4,0,12,4,4,32,60,72,60,40,0,13,43,54,36,135,86,54,92,118,108,96,758,397,53,309,434,86,93,529,3630,2449,2015,1760,774,756,317,200,746,999,135,924,7527,6978,5843,4303,46.0,34.0,9.0,0.0,3.0,7.0,4.0,2.0,1.0,3,2
KDFW,2023-02-08 10:55:00,8,4,4,4,8,4,8,28,60,72,64,36,0,13,45,54,44,125,88,57,120,100,96,93,607,390,41,315,494,20,134,656,3590,2537,1905,1743,651,771,312,208,944,783,146,1038,7987,6802,5651,4530,46.0,34.0,9.0,0.0,3.0,7.0,4.0,2.0,1.0,3,2
KDFW,2023-02-08 11:14:00,4,4,8,8,0,12,36,76,68,48,44,32,34,27,52,89,97,93,50,119,121,64,100,87,98,46,405,391,35,159,1498,3160,2669,1635,1922,1028,663,331,378,1303,202,314,1896,9408,6011,5228,4776,2230,46.0,34.0,9.0,0.0,3.0,7.0,4.0,2.0,1.0,3,2
KDFW,2023-02-08 11:58:00,8,0,12,36,68,72,52,44,28,28,44,64,88,97,88,56,110,130,63,91,94,140,102,109,424,14,184,1194,3376,2626,1696,1895,1078,1229,2663,3553,1273,319,299,1647,9127,6116,5239,4953,2349,3499,4421,7480,45.0,33.0,8.0,0.0,3.0,5.0,4.0,3.0,1.0,2,3
KDFW,2023-02-08 12:14:00,0,12,36,76,68,48,44,32,24,48,64,60,97,93,50,119,121,64,100,87,139,108,105,296,35,159,1498,3160,2669,1635,1922,1028,1292,2836,3563,4521,202,314,1896,9408,6011,5228,4776,2230,3721,4419,7907,15453,45.0,33.0,8.0,0.0,3.0,5.0,4.0,3.0,1.0,2,3
KDFW,2023-02-08 12:55:00,60,72,64,36,40,24,40,64,56,80,56,56,120,100,96,93,70,160,79,103,216,442,322,395,3590,2537,1905,1743,1265,957,2315,3292,4974,4241,4686,2274,7987,6802,5651,4530,3140,3278,4035,6749,15201,10512,14742,10390,46.0,35.0,7.0,0.0,3.0,7.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 13:53:00,40,24,36,60,60,72,60,64,36,44,52,28,74,164,73,118,176,433,361,370,412,326,377,377,1314,991,2180,3038,5123,3643,4934,2676,3168,2699,1898,2475,3806,3241,3617,6349,14161,10790,14454,11372,10007,11452,8790,6694,46.0,31.0,9.0,0.0,3.0,7.0,4.0,0.0,1.0,2,3
KDFW,2023-02-08 14:14:00,24,48,64,60,76,60,52,36,52,44,36,56,139,108,105,296,413,371,362,383,379,384,275,455,1292,2836,3563,4521,4839,3767,2470,3413,2074,1918,2807,3930,3721,4419,7907,15453,12078,14337,8447,12021,9741,8440,7803,9578,46.0,31.0,9.0,0.0,3.0,7.0,4.0,0.0,1.0,2,3
KDFW,2023-02-08 14:22:00,36,56,60,68,68,60,36,44,52,32,52,52,75,115,160,398,385,372,418,324,396,360,342,454,2044,3028,5085,3617,4650,2934,3034,3009,1799,2447,3160,4207,3582,6134,13377,11346,14235,11836,9467,11950,8979,6411,10112,10459,46.0,31.0,9.0,0.0,3.0,7.0,4.0,0.0,1.0,2,3
KDFW,2023-02-08 14:31:00,48,64,60,76,56,52,36,56,40,40,60,64,119,116,315,410,356,395,379,360,397,283,453,447,2919,4373,3927,4719,3603,2684,3465,1777,1889,3056,4016,3791,4680,9206,14579,12635,13982,8412,12262,9666,7739,8314,9614,10955,48.0,30.0,11.0,0.0,3.0,5.0,4.0,3.0,1.0,2,3
KDFW,2023-02-08 14:53:00,60,72,60,64,36,44,52,28,60,56,68,64,176,433,361,370,412,326,377,377,366,422,426,333,5123,3643,4934,2676,3168,2699,1898,2475,3261,4126,2989,2051,14161,10790,14454,11372,10007,11452,8790,6694,10138,10454,10218,9778,48.0,30.0,11.0,0.0,3.0,5.0,4.0,3.0,1.0,2,3
KDFW,2023-02-08 15:19:00,72,56,44,44,52,36,48,56,68,60,56,52,399,347,419,357,361,389,307,453,418,356,340,246,4735,3230,2783,3454,1773,1823,3356,4248,3375,2226,1794,1908,13277,12995,9282,11863,9125,7155,9654,9828,10603,10349,7117,6957,48.0,30.0,11.0,0.0,3.0,5.0,4.0,3.0,1.0,2,3
KDFW,2023-02-08 15:25:00,56,56,40,44,56,24,64,56,64,68,48,60,322,395,407,351,342,369,397,453,362,384,278,193,4686,2274,3477,2312,2177,2277,3495,4059,3001,1786,1889,2038,14742,10390,10698,10822,8498,7659,9380,10712,10179,9378,7096,6359,48.0,30.0,11.0,0.0,3.0,5.0,4.0,3.0,1.0,2,3
KDFW,2023-02-08 15:44:00,52,36,52,44,36,56,64,60,64,48,64,48,362,383,379,384,275,455,452,328,391,267,152,221,2470,3413,2074,1918,2807,3930,3887,2538,1685,1837,1992,2282,8447,12021,9741,8440,7803,9578,10883,10357,8430,7126,5597,5371,47.0,29.0,12.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 15:59:00,36,52,44,36,56,64,60,64,48,64,48,56,383,379,384,275,455,452,328,391,267,152,221,369,3413,2074,1918,2807,3930,3887,2538,1685,1837,1992,2282,2434,12021,9741,8440,7803,9578,10883,10357,8430,7126,5597,5371,5976,47.0,29.0,12.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 16:28:00,44,36,60,56,64,64,48,64,52,56,60,56,336,315,474,438,309,407,287,148,212,352,441,466,2002,2612,3820,3891,2698,1740,1824,2010,2200,2465,2570,1808,8511,7741,9614,10737,10357,8587,7240,5713,5100,6100,8197,5419,47.0,29.0,12.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 16:44:00,36,56,64,60,64,48,64,48,56,64,52,56,275,455,452,328,391,267,152,221,369,436,466,406,2807,3930,3887,2538,1685,1837,1992,2282,2434,2593,1746,2229,7803,9578,10883,10357,8430,7126,5597,5371,5976,8281,5207,4840,47.0,28.0,10.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 16:57:00,64,52,68,64,52,64,44,56,68,52,56,64,446,433,344,398,275,162,209,349,434,467,427,325,3729,3947,2868,1674,1891,2006,2085,2446,2649,1869,2231,2976,9439,10681,10361,8791,7325,5805,4823,6161,8291,5535,4995,5835,47.0,28.0,10.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 17:04:00,56,68,60,56,52,56,60,56,60,48,64,72,453,418,356,340,246,147,265,407,437,440,400,326,4248,3375,2226,1794,1908,1684,2648,2307,2344,2212,2617,2481,9828,10603,10349,7117,6957,4653,6628,7126,6864,4716,5721,5390,47.0,28.0,10.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 17:24:00,72,64,48,60,52,56,60,60,52,64,56,36,399,377,288,198,165,340,409,485,413,355,335,330,3020,1867,1861,1969,1745,2467,2883,2044,2322,2693,1951,2205,10091,9568,7177,6415,4531,6413,7968,6089,4779,6078,3869,4436,47.0,28.0,10.0,0.0,4.0,4.0,4.0,2.0,1.0,2,3
KDFW,2023-02-08 18:00:00,48,60,56,56,60,52,60,68,36,48,48,44,288,133,207,382,438,478,394,355,331,278,231,312,1862,2043,2329,2409,2493,1844,2320,3106,1308,2809,2446,2565,7144,5478,5586,6139,7917,5302,4796,6202,2912,5622,4829,4387,47.0,30.0,13.0,0.0,4.0,7.0,4.0,2.0,0.0,2,3
KDFW,2023-02-08 18:10:00,60,52,56,64,56,52,64,52,44,48,36,44,193,183,319,439,488,398,356,343,303,249,272,341,2038,1760,2411,3031,1907,2241,2778,1790,2295,2835,2069,2607,6359,4544,6313,8123,5868,4940,5922,3835,4534,5998,2711,4581,47.0,30.0,13.0,0.0,4.0,7.0,4.0,2.0,0.0,2,3
KDFW,2023-02-08 18:32:00,56,56,60,52,60,68,28,56,44,52,32,52,253,354,442,477,416,311,374,226,270,300,317,224,2452,2374,2333,2135,2430,2782,1472,2981,2250,2475,2354,2129,6134,6470,7404,5021,5124,6005,2576,6177,4359,4412,3061,4979,46.0,27.0,12.0,19.0,4.0,5.0,4.0,0.0,1.0,2,3
KDFW,2023-02-08 18:54:00,60,60,52,64,56,36,52,36,48,44,44,44,409,485,413,355,335,330,251,245,338,256,195,164,2883,2044,2322,2693,1951,2205,2809,2035,2520,2181,2448,3503,7968,6089,4779,6078,3869,4436,5947,2848,4569,3769,5654,7621,46.0,27.0,12.0,19.0,4.0,5.0,4.0,0.0,1.0,2,3
KDFW,2023-02-08 19:21:00,52,60,68,32,48,44,44,44,48,36,76,92,442,379,314,372,223,254,340,268,204,130,210,118,2297,2685,2242,1931,2875,1983,2547,2315,2315,3244,4512,3516,4605,5834,4683,3679,6237,3141,4475,3703,5638,6306,13085,12091,46.0,27.0,12.0,19.0,4.0,5.0,4.0,0.0,1.0,2,3
KDFW,2023-02-08 19:54:00,56,36,52,36,48,44,44,44,80,88,52,48,335,330,251,245,338,256,195,164,178,142,186,206,1951,2205,2809,2035,2520,2181,2448,3503,4625,2996,2607,2635,3869,4436,5947,2848,4569,3769,5654,7621,13437,11140,4250,5166,47.0,28.0,16.0,22.0,4.0,7.0,4.0,0.0,0.0,2,4
KDFW,2023-02-08 20:53:00,44,48,44,40,80,92,52,44,56,48,60,76,352,241,205,162,187,124,203,197,162,168,152,111,2632,2194,2406,3457,4630,3121,2521,2704,2785,1907,4318,3297,4522,3957,5594,7088,13361,11675,4062,5495,7794,3616,9810,9780,47.0,28.0,14.0,0.0,4.0,7.0,4.0,0.0,1.0,2,4
KDFW,2023-02-08 21:04:00,40,48,36,72,84,72,48,44,60,48,80,48,303,194,129,220,115,199,199,181,164,148,125,87,2375,2137,3277,4216,3758,2430,2652,2692,2067,3234,4408,2548,3449,5303,6206,12223,12688,5383,5887,6328,4970,6791,11975,6468,47.0,28.0,14.0,0.0,4.0,7.0,4.0,0.0,1.0,2,4
KDFW,2023-02-08 21:18:00,56,32,68,92,64,52,48,56,48,84,48,0,212,129,215,123,188,196,183,164,153,128,92,35,2153,3222,4132,3780,2489,2707,2631,2239,2847,4702,2480,2674,5232,5970,11899,12980,5780,5888,5986,5385,6134,12274,6810,7279,47.0,28.0,14.0,0.0,4.0,7.0,4.0,0.0,1.0,2,4
KDFW,2023-02-08 21:54:00,80,88,52,48,60,44,60,76,28,0,0,0,178,142,186,206,154,178,143,107,66,40,46,57,4625,2996,2607,2635,2804,1916,4417,3318,2870,2600,3096,2469,13437,11140,4250,5166,8200,3459,10516,9176,6504,6883,8301,6163,45.0,28.0,18.0,25.0,4.0,7.0,4.0,0.0,0.0,2,4
KDFW,2023-02-08 22:54:00,60,44,60,76,28,0,0,0,0,0,0,0,154,178,143,107,66,40,46,57,78,98,101,58,2804,1916,4417,3318,2870,2600,3096,2469,1669,2716,1258,1238,8200,3459,10516,9176,6504,6883,8301,6163,7333,6981,6875,3111,46.0,28.0,19.0,26.0,4.0,7.0,4.0,0.0,0.0,2,4
KDFW,2023-02-08 23:54:00,28,0,0,0,0,0,0,0,0,0,0,0,66,40,46,57,78,98,101,58,23,28,13,26,2870,2600,3096,2469,1669,2716,1258,1238,431,633,91,31,6504,6883,8301,6163,7333,6981,6875,3111,1767,559,305,24,46.0,30.0,17.0,25.0,4.0,7.0,4.0,0.0,0.0,2,4
KJFK,2023-02-08 00:42:00,36,44,36,40,48,20,24,44,52,40,16,32,447,489,442,366,173,192,162,157,140,123,150,64,1083,1070,1149,1789,1186,620,1640,2688,2829,1215,1631,1952,1667,3043,1982,3738,4028,1269,2510,7368,5863,6587,3418,5146,40.0,20.0,11.0,0.0,8.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 00:54:00,48,36,32,52,24,20,44,48,48,20,24,24,702,404,406,156,190,185,146,161,102,176,66,141,1188,1066,1640,1474,638,1014,2982,2341,2009,1451,2004,1174,3050,2011,3051,4631,1589,1649,6439,5853,8190,2835,5005,3284,40.0,20.0,11.0,0.0,8.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 01:54:00,24,20,44,48,48,20,24,24,28,4,28,16,190,185,146,161,102,176,66,141,159,189,171,60,638,1014,2982,2341,2009,1451,2004,1174,1899,454,2087,385,1589,1649,6439,5853,8190,2835,5005,3284,4693,1135,5156,966,40.0,21.0,10.0,0.0,7.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 02:54:00,48,20,24,24,28,4,28,16,4,4,8,4,102,176,66,141,159,189,171,60,74,78,48,57,2009,1451,2004,1174,1899,454,2087,385,12,238,1305,26,8190,2835,5005,3284,4693,1135,5156,966,176,806,848,841,40.0,21.0,10.0,0.0,7.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 03:15:00,16,32,24,20,8,32,8,0,8,8,0,0,148,77,146,169,203,109,82,86,44,55,35,45,1680,2099,1701,817,1189,1588,100,3,586,982,1,4,4020,4674,3865,3354,1111,4878,594,67,886,1551,38,0,40.0,21.0,10.0,0.0,7.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 03:57:00,24,4,32,12,0,4,12,0,0,4,0,0,169,187,139,65,81,71,49,40,45,31,37,17,1600,651,2042,204,4,268,1293,8,4,129,62,87,4060,1099,5339,688,100,844,1495,156,0,286,31,55,39.0,23.0,8.0,0.0,6.0,7.0,4.0,0.0,1.0,1,2
KJFK,2023-02-08 04:00:00,20,8,32,8,0,8,8,0,0,4,0,4,169,203,109,82,86,44,55,35,45,31,47,6,817,1189,1588,100,3,586,982,1,4,178,15,99,3354,1111,4878,594,67,886,1551,38,0,317,0,202,39.0,23.0,8.0,0.0,6.0,7.0,4.0,0.0,1.0,1,2
KJFK,2023-02-08 04:54:00,4,4,8,4,0,4,0,0,4,4,0,0,74,78,48,57,44,31,39,16,29,27,21,1,12,238,1305,26,0,70,124,23,90,233,10,127,176,806,848,841,0,113,204,35,223,707,4,114,39.0,21.0,9.0,0.0,6.0,7.0,4.0,0.0,1.0,1,2
KJFK,2023-02-08 05:57:00,0,4,0,0,4,4,0,0,8,0,0,4,45,31,37,17,52,3,21,0,2,26,0,0,4,129,62,87,25,233,10,176,230,13,1,418,0,286,31,55,203,711,0,246,303,337,0,630,39.0,22.0,6.0,0.0,7.0,7.0,4.0,0.0,1.0,1,2
KJFK,2023-02-08 06:55:00,4,4,0,0,4,4,0,4,4,8,20,8,28,27,21,1,1,26,1,0,0,0,3,2,83,233,10,151,224,44,1,403,45,380,1192,375,214,711,0,135,366,385,0,438,341,926,1825,1464,39.0,22.0,7.0,0.0,6.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 07:54:00,4,4,0,4,4,4,20,12,8,16,12,20,1,26,1,0,0,0,3,2,14,50,0,8,237,54,2,329,119,366,1155,426,961,1098,1062,2247,381,391,0,305,474,850,1774,1582,1279,2544,1328,3281,39.0,25.0,5.0,0.0,7.0,7.0,4.0,0.0,0.0,1,2
KJFK,2023-02-08 08:22:00,0,4,4,4,20,8,12,16,8,20,32,24,1,0,0,0,3,2,14,50,0,8,13,78,2,250,198,266,1034,628,784,1257,990,2102,1499,1551,0,220,559,599,1750,1811,1132,2669,963,3086,3592,3167,39.0,25.0,5.0,0.0,7.0,7.0,4.0,0.0,0.0,1,2
