station,datetime,cor,auto,weather,temperature,dewpoint,date_time,cloud_layers,visibility_meters,wind_speed_mps,pressure
EKEB,010020Z,,False,NCD ,9.0,8.0,2022-09-01 00:20:00+00:00,[],9999.0,1.03,1027.0
EKKA,312350Z,,False,NCD ,7.0,5.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKKA,312350Z,,False,NCD ,7.0,5.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKKA,312350Z,,False,NCD ,7.0,5.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKKA,312350Z,,False,NCD ,7.0,5.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKKA,312350Z,,False,NCD ,7.0,5.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKKA,312350Z,,False,NCD ,7.0,5.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKKA,010020Z,,False,NCD ,7.0,6.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1027.0
EKKA,010020Z,,False,NCD ,7.0,6.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1027.0
EKKA,010020Z,,False,NCD ,7.0,6.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1027.0
EKKA,010020Z,,False,NCD ,7.0,6.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1027.0
EKKA,010020Z,,False,NCD ,7.0,6.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1027.0
EKKA,010020Z,,False,NCD ,7.0,6.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1027.0
EKRK,312350Z,,False,NCD ,12.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1026.0
EKRK,312350Z,,False,NCD ,12.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1026.0
EKRK,312350Z,,False,NCD ,12.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1026.0
EKRK,312350Z,,False,NCD ,12.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1026.0
EKRK,312350Z,,False,NCD ,12.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1026.0
EKRK,010020Z,,False,NCD ,12.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1026.0
EKRK,010020Z,,False,NCD ,12.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1026.0
EKRK,010020Z,,False,NCD ,12.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1026.0
EKRK,010020Z,,False,NCD ,12.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1026.0
EKRK,010020Z,,False,NCD ,12.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1026.0
EKRN,312350Z,,False,BKN,,,2022-08-31 23:50:00+00:00,[],9999.0,3.09,
EKRN,312350Z,,False,BKN,,,2022-08-31 23:50:00+00:00,[],9999.0,3.09,
EKRN,312350Z,,False,BKN,,,2022-08-31 23:50:00+00:00,[],9999.0,3.09,
EKRN,312350Z,,False,BKN,,,2022-08-31 23:50:00+00:00,[],9999.0,3.09,
EKRN,312350Z,,False,BKN,,,2022-08-31 23:50:00+00:00,[],9999.0,3.09,
EKRN,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
EKRN,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
EKRN,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
EKRN,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
EKRN,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
EKRS,312350Z,,False,NCD ,11.0,11.0,2022-08-31 23:50:00+00:00,[],9999.0,11.83,1026.0
EKRS,010020Z,,False,NCD ,10.0,10.0,2022-09-01 00:20:00+00:00,[],9999.0,0.0,1025.0
EKSB,312350Z,,False,NCD ,16.0,11.0,2022-08-31 23:50:00+00:00,[],9999.0,3.09,1025.0
EKSB,312350Z,,False,NCD ,16.0,11.0,2022-08-31 23:50:00+00:00,[],9999.0,3.09,1025.0
EKSB,312350Z,,False,NCD ,16.0,11.0,2022-08-31 23:50:00+00:00,[],9999.0,3.09,1025.0
EKSB,312350Z,,False,NCD ,16.0,11.0,2022-08-31 23:50:00+00:00,[],9999.0,3.09,1025.0
EKSB,312350Z,,False,NCD ,16.0,11.0,2022-08-31 23:50:00+00:00,[],9999.0,3.09,1025.0
EKSB,010020Z,,False,NCD ,16.0,11.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1025.0
EKSB,010020Z,,False,NCD ,16.0,11.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1025.0
EKSB,010020Z,,False,NCD ,16.0,11.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1025.0
EKSB,010020Z,,False,NCD ,16.0,11.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1025.0
EKSB,010020Z,,False,NCD ,16.0,11.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1025.0
EKSP,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
EKSP,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
EKSP,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
EKSP,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
EKSP,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
EKSP,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,3.6,
EKSP,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,3.6,
EKSP,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,3.6,
EKSP,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,3.6,
EKSP,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,3.6,
EKVD,312350Z,,False,,9.0,8.0,2022-08-31 23:50:00+00:00,[],,2.06,1026.0
EKVD,312350Z,,False,,9.0,8.0,2022-08-31 23:50:00+00:00,[],,2.06,1026.0
EKVD,312350Z,,False,,9.0,8.0,2022-08-31 23:50:00+00:00,[],,2.06,1026.0
EKVD,312350Z,,False,,9.0,8.0,2022-08-31 23:50:00+00:00,[],,2.06,1026.0
EKVD,312350Z,,False,,9.0,8.0,2022-08-31 23:50:00+00:00,[],,2.06,1026.0
EKVD,010020Z,,False,,8.0,7.0,2022-09-01 00:20:00+00:00,[],,1.03,1026.0
EKVD,010020Z,,False,,8.0,7.0,2022-09-01 00:20:00+00:00,[],,1.03,1026.0
EKVD,010020Z,,False,,8.0,7.0,2022-09-01 00:20:00+00:00,[],,1.03,1026.0
EKVD,010020Z,,False,,8.0,7.0,2022-09-01 00:20:00+00:00,[],,1.03,1026.0
EKVD,010020Z,,False,,8.0,7.0,2022-09-01 00:20:00+00:00,[],,1.03,1026.0
EKVG,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,8.75,
EKVG,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,8.75,
EKVG,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,8.75,
EKVG,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,8.75,
EKVG,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,8.75,
EKVG,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,8.75,
EKVG,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,8.75,
EKVG,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,8.75,
EKVG,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,8.75,
EKVG,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,8.75,
EKYT,312350Z,,False,NCD ,8.0,7.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKYT,312350Z,,False,NCD ,8.0,7.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKYT,312350Z,,False,NCD ,8.0,7.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKYT,312350Z,,False,NCD ,8.0,7.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKYT,312350Z,,False,NCD ,8.0,7.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKYT,312350Z,,False,NCD ,8.0,7.0,2022-08-31 23:50:00+00:00,[],9999.0,0.0,1027.0
EKYT,010011Z,,False,NCD ,8.0,7.0,2022-09-01 00:11:00+00:00,[],9999.0,0.0,1027.0
EKYT,010011Z,,False,NCD ,8.0,7.0,2022-09-01 00:11:00+00:00,[],9999.0,0.0,1027.0
EKYT,010011Z,,False,NCD ,8.0,7.0,2022-09-01 00:11:00+00:00,[],9999.0,0.0,1027.0
EKYT,010012Z,,False,NCD ,8.0,7.0,2022-09-01 00:12:00+00:00,[],9999.0,0.0,1027.0
EKYT,010012Z,,False,NCD ,8.0,7.0,2022-09-01 00:12:00+00:00,[],9999.0,0.0,1027.0
EKYT,010012Z,,False,NCD ,9.0,7.0,2022-09-01 00:12:00+00:00,[],9999.0,0.0,1027.0
EKYT,010012Z,,False,NCD ,9.0,7.0,2022-09-01 00:12:00+00:00,[],9999.0,0.0,1027.0
EKYT,010012Z,,False,NCD ,9.0,7.0,2022-09-01 00:12:00+00:00,[],9999.0,0.0,1027.0
EKYT,010013Z,,False,NCD ,9.0,8.0,2022-09-01 00:13:00+00:00,[],9999.0,0.0,1027.0
EKYT,010013Z,,False,NCD ,9.0,8.0,2022-09-01 00:13:00+00:00,[],9999.0,0.0,1027.0
EKYT,010013Z,,False,NCD ,9.0,8.0,2022-09-01 00:13:00+00:00,[],9999.0,0.0,1027.0
EKYT,010015Z,,False,NCD ,9.0,8.0,2022-09-01 00:15:00+00:00,[],9999.0,14.4,1027.0
EKYT,010015Z,,False,NCD ,9.0,8.0,2022-09-01 00:15:00+00:00,[],9999.0,14.4,1027.0
EKYT,010015Z,,False,NCD ,9.0,8.0,2022-09-01 00:15:00+00:00,[],9999.0,14.4,1027.0
EKYT,010016Z,,False,NCD ,9.0,8.0,2022-09-01 00:16:00+00:00,[],9999.0,14.4,1027.0
EKYT,010016Z,,False,NCD ,9.0,8.0,2022-09-01 00:16:00+00:00,[],9999.0,14.4,1027.0
EKYT,010016Z,,False,,,,2022-09-01 00:16:00+00:00,[],9999.0,14.4,
EKYT,010016Z,,False,,,,2022-09-01 00:16:00+00:00,[],9999.0,14.4,
EKYT,010016Z,,False,,,,2022-09-01 00:16:00+00:00,[],9999.0,14.4,
EKYT,010017Z,,False,,,,2022-09-01 00:17:00+00:00,[],9999.0,14.4,
EKYT,010017Z,,False,,,,2022-09-01 00:17:00+00:00,[],9999.0,14.4,
EKYT,010017Z,,False,,,,2022-09-01 00:17:00+00:00,[],9999.0,14.4,
EKYT,010018Z,,False,,,,2022-09-01 00:18:00+00:00,[],9999.0,14.4,
EKYT,010018Z,,False,,,,2022-09-01 00:18:00+00:00,[],9999.0,14.4,
EKYT,010018Z,,False,,,,2022-09-01 00:18:00+00:00,[],9999.0,14.4,
EKYT,010019Z,,False,,,,2022-09-01 00:19:00+00:00,[],9999.0,14.4,
EKYT,010019Z,,False,,,,2022-09-01 00:19:00+00:00,[],9999.0,14.4,
EKYT,010019Z,,False,,,,2022-09-01 00:19:00+00:00,[],9999.0,14.4,
EKYT,010020Z,,False,,,,2022-09-01 00:20:00+00:00,[],9999.0,14.4,
EKYT,010020Z,,False,,,,2022-09-01 00:20:00+00:00,[],9999.0,14.4,
EKYT,010020Z,,False,,,,2022-09-01 00:20:00+00:00,[],9999.0,14.4,
EKYT,010020Z,,False,,,,2022-09-01 00:20:00+00:00,[],9999.0,14.4,
EKYT,010020Z,,False,,,,2022-09-01 00:20:00+00:00,[],9999.0,14.4,
EKYT,010020Z,,False,,,,2022-09-01 00:20:00+00:00,[],9999.0,14.4,
EKYT,010023Z,,False,,,,2022-09-01 00:23:00+00:00,[],9999.0,0.0,
EKYT,010023Z,,False,,,,2022-09-01 00:23:00+00:00,[],9999.0,0.0,
EKYT,010023Z,,False,,,,2022-09-01 00:23:00+00:00,[],9999.0,0.0,
EKYT,010023Z,,False,,,,2022-09-01 00:23:00+00:00,[],9999.0,0.0,
EKYT,010023Z,,False,,,,2022-09-01 00:23:00+00:00,[],9999.0,0.0,
EKYT,010041Z,,False,NCD ,8.0,7.0,2022-09-01 00:41:00+00:00,[],9999.0,0.0,1027.0
EKYT,010041Z,,False,NCD ,8.0,7.0,2022-09-01 00:41:00+00:00,[],9999.0,0.0,1027.0
EKYT,010041Z,,False,NCD ,8.0,7.0,2022-09-01 00:41:00+00:00,[],9999.0,0.0,1027.0
EKYT,010042Z,,False,NCD ,8.0,7.0,2022-09-01 00:42:00+00:00,[],9999.0,0.0,1027.0
EKYT,010042Z,,False,NCD ,8.0,7.0,2022-09-01 00:42:00+00:00,[],9999.0,0.0,1027.0
EKYT,010042Z,,False,NCD ,8.0,7.0,2022-09-01 00:42:00+00:00,[],9999.0,0.0,1027.0
EKYT,010043Z,,False,NCD ,8.0,7.0,2022-09-01 00:43:00+00:00,[],9999.0,0.0,1027.0
EKYT,010043Z,,False,NCD ,8.0,7.0,2022-09-01 00:43:00+00:00,[],9999.0,0.0,1027.0
EKYT,010043Z,,False,NCD ,8.0,7.0,2022-09-01 00:43:00+00:00,[],9999.0,0.0,1027.0
EKYT,010044Z,,False,FG ,8.0,7.0,2022-09-01 00:44:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",9999.0,0.0,1027.0
EKYT,010044Z,,False,FG ,8.0,7.0,2022-09-01 00:44:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",9999.0,0.0,1027.0
EKYT,010044Z,,False,FG ,8.0,7.0,2022-09-01 00:44:00+00:00,"[{'sky_cover': 0, 'altitude_ft': None, 'cumulonimbus': 0}]",9999.0,0.0,1027.0
ELLX,312350Z,,False,,15.0,13.0,2022-08-31 23:50:00+00:00,[],10000.0,3.09,1019.0
ELLX,312350Z,,False,,15.0,13.0,2022-08-31 23:50:00+00:00,[],10000.0,3.09,1019.0
ELLX,312350Z,,False,,15.0,13.0,2022-08-31 23:50:00+00:00,[],10000.0,3.09,1019.0
ELLX,312350Z,,False,,15.0,13.0,2022-08-31 23:50:00+00:00,[],10000.0,3.09,1019.0
ELLX,312350Z,,False,,15.0,13.0,2022-08-31 23:50:00+00:00,[],10000.0,3.09,1019.0
ELLX,010020Z,,False,NCD ,14.0,12.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1019.0
ELLX,010020Z,,False,NCD ,14.0,12.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1019.0
ELLX,010020Z,,False,NCD ,14.0,12.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1019.0
ELLX,010020Z,,False,NCD ,14.0,12.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1019.0
ELLX,010020Z,,False,NCD ,14.0,12.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1019.0
ENAL,312350Z,,False,NCD ,11.0,10.0,2022-08-31 23:50:00+00:00,[],9999.0,3.6,1028.0
ENAL,312350Z,,False,NCD ,11.0,10.0,2022-08-31 23:50:00+00:00,[],9999.0,3.6,1028.0
ENAL,312350Z,,False,NCD ,11.0,10.0,2022-08-31 23:50:00+00:00,[],9999.0,3.6,1028.0
ENAL,010020Z,,False,NCD ,12.0,10.0,2022-09-01 00:20:00+00:00,[],9999.0,4.63,1028.0
ENAL,010020Z,,False,NCD ,12.0,10.0,2022-09-01 00:20:00+00:00,[],9999.0,4.63,1028.0
ENAL,010020Z,,False,NCD ,12.0,10.0,2022-09-01 00:20:00+00:00,[],9999.0,4.63,1028.0
ENAN,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENAN,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENAN,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENAN,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENAN,010020Z,,False,BKN,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
ENAN,010020Z,,False,BKN,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
ENAN,010020Z,,False,BKN,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
ENAN,010020Z,,False,BKN,,,2022-09-01 00:20:00+00:00,[],9999.0,1.54,
ENAT,312350Z,,False,-RA ,6.0,3.0,2022-08-31 23:50:00+00:00,"[{'sky_cover': 8, 'altitude_ft': 2500, 'cumulonimbus': 0}]",9999.0,2.57,1031.0
ENAT,312350Z,,False,-RA ,6.0,3.0,2022-08-31 23:50:00+00:00,"[{'sky_cover': 8, 'altitude_ft': 2500, 'cumulonimbus': 0}]",9999.0,2.57,1031.0
ENAT,312350Z,,False,-RA ,6.0,3.0,2022-08-31 23:50:00+00:00,"[{'sky_cover': 8, 'altitude_ft': 2500, 'cumulonimbus': 0}]",9999.0,2.57,1031.0
ENAT,010020Z,,False,-RA ,6.0,3.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 1200, 'cumulonimbus': 0}, {'sky_cover': 5, 'altitude_ft': 2700, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 3700, 'cumulonimbus': 0}]",9999.0,1.54,1030.0
ENAT,010020Z,,False,-RA ,6.0,3.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 1200, 'cumulonimbus': 0}, {'sky_cover': 5, 'altitude_ft': 2700, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 3700, 'cumulonimbus': 0}]",9999.0,1.54,1030.0
ENAT,010020Z,,False,-RA ,6.0,3.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 1200, 'cumulonimbus': 0}, {'sky_cover': 5, 'altitude_ft': 2700, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 3700, 'cumulonimbus': 0}]",9999.0,1.54,1030.0
ENBN,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENBN,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENBN,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.54,
ENBN,010020Z,,False,OVC,,,2022-09-01 00:20:00+00:00,[],,0.51,
ENBN,010020Z,,False,OVC,,,2022-09-01 00:20:00+00:00,[],,0.51,
ENBN,010020Z,,False,OVC,,,2022-09-01 00:20:00+00:00,[],,0.51,
ENBO,312350Z,,False,NCD ,4.0,3.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1030.0
ENBO,312350Z,,False,NCD ,4.0,3.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1030.0
ENBO,312350Z,,False,NCD ,4.0,3.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1030.0
ENBO,312350Z,,False,NCD ,4.0,3.0,2022-08-31 23:50:00+00:00,[],9999.0,1.54,1030.0
ENBO,010020Z,,False,NCD ,4.0,4.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1030.0
ENBO,010020Z,,False,NCD ,4.0,4.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1030.0
ENBO,010020Z,,False,NCD ,4.0,4.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1030.0
ENBO,010020Z,,False,NCD ,4.0,4.0,2022-09-01 00:20:00+00:00,[],9999.0,1.54,1030.0
ENBR,312350Z,,False,,12.0,10.0,2022-08-31 23:50:00+00:00,[],10000.0,2.57,1028.0
ENBR,312350Z,,False,,12.0,10.0,2022-08-31 23:50:00+00:00,[],10000.0,2.57,1028.0
ENBR,312350Z,,False,,12.0,10.0,2022-08-31 23:50:00+00:00,[],10000.0,2.57,1028.0
ENBR,010020Z,,False,,11.0,10.0,2022-09-01 00:20:00+00:00,[],10000.0,2.06,1028.0
ENBR,010020Z,,False,,11.0,10.0,2022-09-01 00:20:00+00:00,[],10000.0,2.06,1028.0
ENBR,010020Z,,False,,11.0,10.0,2022-09-01 00:20:00+00:00,[],10000.0,2.06,1028.0
ENBS,312350Z,,False,-RA ,5.0,1.0,2022-08-31 23:50:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 400, 'cumulonimbus': 0}, {'sky_cover': 3, 'altitude_ft': 2100, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 11000, 'cumulonimbus': 0}]",9999.0,17.49,1027.0
ENBS,312350Z,,False,-RA ,5.0,1.0,2022-08-31 23:50:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 400, 'cumulonimbus': 0}, {'sky_cover': 3, 'altitude_ft': 2100, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 11000, 'cumulonimbus': 0}]",9999.0,17.49,1027.0
ENBS,312350Z,,False,-RA ,5.0,1.0,2022-08-31 23:50:00+00:00,"[{'sky_cover': 1, 'altitude_ft': 400, 'cumulonimbus': 0}, {'sky_cover': 3, 'altitude_ft': 2100, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 11000, 'cumulonimbus': 0}]",9999.0,17.49,1027.0
ENBS,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,16.46,
ENBS,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,16.46,
ENBS,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,16.46,
ENBV,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,16.98,
ENBV,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,16.98,
ENBV,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,16.98,
ENBV,010020Z,,False,-DZRA ,7.0,2.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 5, 'altitude_ft': 3700, 'cumulonimbus': 0}, {'sky_cover': 5, 'altitude_ft': 8000, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 9600, 'cumulonimbus': 0}]",9999.0,17.49,1028.0
ENBV,010020Z,,False,-DZRA ,7.0,2.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 5, 'altitude_ft': 3700, 'cumulonimbus': 0}, {'sky_cover': 5, 'altitude_ft': 8000, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 9600, 'cumulonimbus': 0}]",9999.0,17.49,1028.0
ENBV,010020Z,,False,-DZRA ,7.0,2.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 5, 'altitude_ft': 3700, 'cumulonimbus': 0}, {'sky_cover': 5, 'altitude_ft': 8000, 'cumulonimbus': 0}, {'sky_cover': 8, 'altitude_ft': 9600, 'cumulonimbus': 0}]",9999.0,17.49,1028.0
ENCN,312350Z,,False,NCD ,9.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,2.06,1027.0
ENCN,312350Z,,False,NCD ,9.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,2.06,1027.0
ENCN,312350Z,,False,NCD ,9.0,9.0,2022-08-31 23:50:00+00:00,[],9999.0,2.06,1027.0
ENCN,010020Z,,False,NCD ,9.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1027.0
ENCN,010020Z,,False,NCD ,9.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1027.0
ENCN,010020Z,,False,NCD ,9.0,9.0,2022-09-01 00:20:00+00:00,[],9999.0,2.57,1027.0
ENDR,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],,2.06,
ENDR,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],,2.06,
ENDR,010020Z,,False,-SHRA ,10.0,8.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 8, 'altitude_ft': 1300, 'cumulonimbus': 0}]",,4.12,1030.0
ENDR,010020Z,,False,-SHRA ,10.0,8.0,2022-09-01 00:20:00+00:00,"[{'sky_cover': 8, 'altitude_ft': 1300, 'cumulonimbus': 0}]",,4.12,1030.0
ENDU,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
ENDU,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
ENDU,312350Z,,False,FEW,,,2022-08-31 23:50:00+00:00,[],9999.0,1.03,
ENDU,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,0.51,
ENDU,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,0.51,
ENDU,010020Z,,False,FEW,,,2022-09-01 00:20:00+00:00,[],9999.0,0.51,
ENEV,312350Z,,False,,6.0,5.0,2022-08-31 23:50:00+00:00,[],10000.0,1.03,1030.0
ENEV,312350Z,,False,,6.0,5.0,2022-08-31 23:50:00+00:00,[],10000.0,1.03,1030.0
ENEV,312350Z,,False,,6.0,5.0,2022-08-31 23:50:00+00:00,[],10000.0,1.03,1030.0
ENEV,010020Z,,False,,5.0,4.0,2022-09-01 00:20:00+00:00,[],10000.0,0.51,1030.0
ENEV,010020Z,,False,,5.0,4.0,2022-09-01 00:20:00+00:00,[],10000.0,0.51,1030.0
ENEV,010020Z,,False,,5.0,4.0,2022-09-01 00:20:00+00:00,[],10000.0,0.51,1030.0
ENFB,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],,7.2,
ENFB,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],,7.2,
ENFB,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],,7.2,
ENFB,312350Z,,False,OVC,,,2022-08-31 23:50:00+00:00,[],,7.2,
ENFL,312350Z,,False,NCD ,12.0,11.0,2022-08-31 23:50:00+00:00,[],,4.63,1028.0
ENFL,312350Z,,False,NCD ,12.0,11.0,2022-08-31 23:50:00+00:00,[],,4.63,1028.0
ENFL,312350Z,,False,NCD ,12.0,11.0,2022-08-31 23:50:00+00:00,[],,4.63,1028.0
ENFL,010020Z,,False,NCD ,12.0,11.0,2022-09-01 00:20:00+00:00,[],,0.0,1028.0
ENFL,010020Z,,False,NCD ,12.0,11.0,2022-09-01 00:20:00+00:00,[],,0.0,1028.0
ENFL,010020Z,,False,NCD ,12.0,11.0,2022-09-01 00:20:00+00:00,[],,0.0,1028.0
ENGC,312350Z,,False,,13.0,11.0,2022-08-31 23:50:00+00:00,[],10000.0,8.75,1028.0
ENGC,312350Z,,False,,13.0,11.0,2022-08-31 23:50:00+00:00,[],10000.0,8.75,1028.0
ENGC,312350Z,,False,,13.0,11.0,2022-08-31 23:50:00+00:00,[],10000.0,8.75,1028.0
ENGC,010020Z,,False,,13.0,11.0,2022-09-01 00:20:00+00:00,[],10000.0,8.23,1028.0
ENGC,010020Z,,False,,13.0,11.0,2022-09-01 00:20:00+00:00,[],10000.0,8.23,1028.0
ENGC,010020Z,,False,,13.0,11.0,2022-09-01 00:20:00+00:00,[],10000.0,8.23,1028.0
ENGM,312350Z,,False,,8.0,6.0,2022-08-31 23:50:00+00:00,[],10000.0,1.03,1028.0
ENGM,312350Z,,False,,8.0,6.0,2022-08-31 23:50:00+00:00,[],10000.0,1.03,1028.0
